timestamp,temp_mean,temp_err,hum_mean,hum_err,press_mean,press_err,alt_mean,alt_err,voc_mean,voc_err
1776295682.476948,31.99142578125,2.1358398437500004,66.5155081569579,33.48449184304209,820.8024849518438,188.40777324504126,1918.6489897452143,1884.9609582653547,551874.0,457128.0
1776295684.507083,29.91623046875,0.021386718749999645,33.011226607736745,0.02353135298968212,1009.2130768572017,0.004113067077355481,33.664488257436375,0.03435496506125446,85501.0,696.0
1776295686.5721273,29.993281250000003,0.016210937500000355,32.907792065686536,0.026853129968561262,1009.2191613770926,0.0022408220978036297,33.61366654262597,0.018716686996356202,86519.0,1024.0
1776295688.596197,30.04787109375,0.01123046875,32.793758769634465,0.027310633608987445,1009.2253132894357,0.0012503336793656672,33.56228220485684,0.010443483503141948,91569.0,1396.0
1776295690.6018934,30.09201171875,0.011035156250001066,32.69865151656832,0.01313559548128751,1009.2272330865037,0.0009109282479471403,33.54624700003783,0.0076085685226843225,95334.5,1567.5
1776295692.6197035,30.12716796875,0.005957031250000355,32.625420649853815,0.01644593113189785,1009.2231354707242,0.0018110336173435826,33.58047258173391,0.01512678820427027,101118.5,1459.5
1776295694.6460428,30.14708984375,0.0055664062500007105,32.57344848917516,0.007976407407351616,1009.214329512684,0.0007579080564710239,33.654025228721316,0.006330526135421621,107200.5,1127.5
1776295696.721278,30.171796875,0.0068359375,32.53044230957914,0.013521602346269646,1009.2189691412113,0.0014336591123651488,33.61527220191834,0.011974780607175717,112407.0,1653.0
1776295698.7201676,30.19201171875,0.0012695312499992895,32.48418859410496,0.005545350352129219,1009.2158497110452,0.004721671910544956,33.641327653667105,0.03943833387614504,117957.0,1365.0
1776295700.7491052,30.21076171875,0.0065429687500007105,32.47179252326805,0.002216123255010416,1009.2162485172881,6.240113168587413e-05,33.63799650229048,0.0005212128086817813,122722.0,627.0
1776295702.7740264,30.22990234375,0.003613281249998934,32.46226596027418,0.003172499166968379,1009.2216417615268,0.00018897521761118696,33.59294889156162,0.0015784309538524612,127813.0,1117.0
1776295704.7855592,30.246210937500003,0.0033203124999996447,32.4638020733052,0.00880978384631348,1009.2186865657902,0.0031400393270359928,33.61763246770397,0.026227497345910677,132600.5,1150.5
1776295706.8474565,30.250117187500003,0.0005859375000003553,32.45284058796089,0.0028873402733360365,1009.2288884142715,0.0015812089350788483,33.53242081634315,0.013207100101322311,136977.5,1283.5
1776295708.864201,30.244257812500003,0.0013671874999996447,32.452288903009155,0.002960853961248233,1009.2308715628864,0.0002322343771083979,33.51585650671043,0.0019397422545281984,140576.5,705.5
1776295710.8838208,30.24259765625,0.0006835937499989342,32.44646846133652,0.0028963630366192206,1009.2314622347737,0.00031603518829115274,33.51092290934412,0.002639688945727414,144507.0,1056.0
1776295712.9233234,30.243671875,0.0007812499999992895,32.43524193008135,0.002758280212454167,1009.2203526276488,0.001348930609992749,33.60371649920292,0.011267064840687624,147741.0,779.0
1776295714.9442801,30.249042968749997,0.0020507812500003553,32.42725225443397,0.005856330347651095,1009.2253050265565,0.0009480356339963691,33.56235121880093,0.007918521858965022,151472.0,1092.0
1776295716.9643917,30.26125,0.0037109374999992895,32.41990576131162,0.0024824589381680084,1009.229960068051,0.0029500877428176864,33.52346981722008,0.024640684580170102,154033.0,494.0
1776295719.0061953,30.275019531250003,0.0038085937499996447,32.41836973776752,0.005304936695271323,1009.233855063934,0.001203125141955752,33.4909367893505,0.010049102630997453,156034.0,507.0
1776295721.0279303,30.29220703125,0.00439453125,32.40866042005051,0.005249667497949417,1009.2332784637679,0.0010561571019138682,33.4957528421823,0.008821556169390732,157716.0,296.0
1776295723.042722,30.306171875,0.0031250000000007105,32.39015421946427,0.008199926196333251,1009.233187176198,0.00020916132461934467,33.49651531839057,0.001747020878291039,159967.0,152.0
1776295725.0430317,30.320625,0.0041015625000007105,32.38018829501311,0.002445494832819861,1009.2304803824284,0.0015625984585199149,33.51912385778097,0.013051638808772026,162599.0,629.0
1776295727.07629,30.3321484375,0.0037109374999992895,32.36428543641958,0.0024820976372623704,1009.220985691378,0.00396612673182517,33.59842882513574,0.0331274151766614,163944.5,79.5
1776295729.1381874,30.3516796875,0.0048828125,32.346305499506045,0.005202528069155221,1009.2158062510822,0.0023787446708638527,33.64169060251581,0.019868752337163897,164990.0,162.0
1776295731.1368787,30.371796875,0.004687500000001066,32.32838165625852,0.003270755209761944,1009.222874325483,0.003145551616796638,33.58265383848409,0.0262734510309528,167288.5,166.5
1776295733.152299,30.3946484375,0.0070312500000007105,32.32769784146885,0.005000505479852535,1009.2312035785455,0.0008288957067748015,33.51308334180291,0.006923366038837031,168379.5,590.5
1776295735.1858947,30.41779296875,0.004785156250001421,32.332703989512744,0.014603437782284345,1009.2400369666632,0.0022091292968866583,33.439302586959215,0.01845166072006421,169056.0,425.0
1776295737.1996384,30.437031249999997,0.005273437499999645,32.37698249357885,0.023149681735059602,1009.2378022568531,0.0030001895690929814,33.45796793839439,0.025059003723196582,170086.5,946.5
1776295739.2672975,30.460078125,0.0068359375,32.43296489391676,0.014808549643277047,1009.2343592029931,0.0031547408402161636,33.486725997256336,0.026349961897103924,172083.0,176.0
1776295741.3003716,30.488984375,0.007031249999998934,32.48102446861101,0.0034975216857091596,1009.2427572210695,3.273890365562693e-05,33.41658178343651,0.0002734497373779732,172702.5,443.5
